Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDZ13,OUT049,753.10657
FDB57,OUT019,537.8229
FDR40,OUT046,1400.307
NCO14,OUT019,127.170815
NCN19,OUT045,3081.402
FDQ28,OUT019,333.11264
FDO13,OUT018,2420.8594
FDK48,OUT013,1224.058
FDU07,OUT018,2349.0146
FDW20,OUT046,2064.309
FDV12,OUT010,213.73756
FDH24,OUT013,2579.4749
FDV59,OUT049,3610.8596
FDK57,OUT045,2061.7893
FDL16,OUT027,1152.7793
NCQ17,OUT046,2534.8325
FDJ15,OUT018,2872.439
FDX24,OUT049,1462.367
FDT47,OUT046,1541.5321
FDT10,OUT049,876.52295
FDZ37,OUT018,1350.046
FDW43,OUT027,6227.559
DRN36,OUT017,1509.0627
FDJ14,OUT045,1300.3159
FDA32,OUT013,3647.2366
FDJ38,OUT019,499.2686
FDQ57,OUT017,2515.8525
NCQ41,OUT019,501.6022
FDG56,OUT049,876.52295
DRC13,OUT027,3142.2988
FDV55,OUT035,2531.4082
FDQ49,OUT045,2562.3623
FDE29,OUT010,154.38515
FDR03,OUT013,3619.383
FDD45,OUT049,1462.367
FDN38,OUT010,594.9947
FDT56,OUT046,878.7186
FDT48,OUT045,3131.155
FDU03,OUT049,2976.56
FDC56,OUT010,260.5094
NCO43,OUT027,2663.6938
FDQ27,OUT017,1621.2172
FDR03,OUT046,3581.9448
DRH23,OUT010,186.05635
FDG22,OUT045,666.8594
NCJ42,OUT013,1623.3066
FDR24,OUT046,1446.2937
FDW60,OUT035,2932.0588
FDJ08,OUT013,3082.1858
DRL59,OUT018,730.5055
FDG60,OUT010,575.35406
FDW27,OUT017,2523.3623
FDX14,OUT018,1148.6211
FDC20,OUT013,839.2118
NCS29,OUT018,3523.0696
FDJ56,OUT046,1615.8446
FDB20,OUT019,189.24965
FDL28,OUT027,6263.694
FDW01,OUT018,2349.0146
FDL03,OUT046,3081.402
FDX22,OUT049,3653.3455
FDJ21,OUT035,2531.4082
FDR31,OUT045,2527.3228
FDG21,OUT035,2528.603
FDS22,OUT027,1152.7793
FDK08,OUT035,1614.53
FDE17,OUT018,2349.0146
NCN30,OUT017,1525.5374
FDT50,OUT046,1570.9939
NCX42,OUT049,2603.404
FDJ12,OUT035,3664.7007
NCA18,OUT027,3058.8862
FDP23,OUT019,474.0489
FDX12,OUT013,4095.0642
FDN40,OUT018,2349.0146
FDV48,OUT035,1276.0468
NCY54,OUT013,2931.5618
FDL16,OUT010,122.357346
FDR45,OUT018,3472.0498
FDJ52,OUT046,2597.2825
DRG01,OUT017,1276.2401
FDP52,OUT013,3823.8052
FDU58,OUT017,3082.6829
FDL02,OUT045,1620.8895
FDG28,OUT013,4095.0642
FDA19,OUT035,2065.4607
FDW46,OUT027,1968.777
NCD43,OUT049,1620.8895
DRG39,OUT013,745.3799
NCF55,OUT049,637.5732
FDJ07,OUT046,2010.0055
FDE08,OUT046,2527.3228
FDP56,OUT019,112.5629
FDT45,OUT045,843.37085
FDF17,OUT018,2872.439
FDX44,OUT046,1446.2937
FDM28,OUT027,5056.4746
FDI36,OUT049,3085.0422
FDS07,OUT045,2010.0055
FDD36,OUT045,2010.0055
FDW11,OUT046,931.7162
FDN40,OUT049,2531.1548
NCQ18,OUT049,1582.3218
NCQ54,OUT017,2852.7473
NCS42,OUT045,1453.0269
DRH39,OUT010,163.86954
FDC09,OUT027,2663.6938
FDT08,OUT010,378.04013
FDC08,OUT035,3722.2202
FDT20,OUT017,636.64655
FDS35,OUT035,1016.2888
FDX58,OUT018,2892.556
FDW58,OUT046,1620.8895
DRD27,OUT046,1613.3783
FDH32,OUT019,262.0832
FDS26,OUT035,4119.64
FDQ31,OUT046,1446.2937
FDP11,OUT018,3158.1758
FDD58,OUT017,1615.7954
FDM33,OUT045,3608.0251
FDZ16,OUT049,3085.0422
NCS29,OUT010,482.83154
NCM18,OUT019,161.1701
FDP11,OUT049,3625.1423
NCC42,OUT017,2086.581
DRM23,OUT046,2930.778
NCN55,OUT027,6122.156
FDK46,OUT013,4136.233
FDR01,OUT046,3081.402
NCA05,OUT045,2527.3228
NCP43,OUT017,2929.6902
FDR12,OUT010,388.86108
FDQ01,OUT013,4130.0083
FDM13,OUT046,2064.309
FDQ19,OUT017,4050.6943
FDK56,OUT019,557.66046
NCX06,OUT010,479.74585
FDO56,OUT027,3058.8862
FDU45,OUT045,1821.6925
FDI16,OUT019,177.53943
FDL32,OUT046,2064.3652
FDA07,OUT046,2064.309
FDA14,OUT045,2527.3228
FDV46,OUT027,3203.2458
NCO07,OUT035,3637.301
NCP41,OUT046,1620.8895
FDY60,OUT018,1830.9147
FDN38,OUT017,4085.6384
FDO15,OUT046,1146.1014
FDT60,OUT013,2089.6875
FDA55,OUT035,3722.2202
FDE02,OUT010,195.66133
DRJ39,OUT049,3674.1262
FDV34,OUT035,1109.0044
FDS20,OUT027,5221.232
FDF02,OUT027,2663.6938
FDW40,OUT017,2086.581
NCB43,OUT046,3081.402
FDR58,OUT017,1448.7107
DRJ59,OUT035,666.8594
NCD30,OUT017,1615.7954
FDE14,OUT017,1584.7389
FDC28,OUT018,1503.7108
FDU16,OUT018,1308.2983
NCD19,OUT035,878.7186
FDU21,OUT046,644.30597
FDV59,OUT027,5331.146
FDU03,OUT045,3101.5188
FDC33,OUT010,655.3759
NCR42,OUT035,642.2763
DRH59,OUT035,1146.1014
NCM31,OUT035,2065.4607
FDS50,OUT035,3722.2202
FDP39,OUT046,770.49927
FDQ55,OUT013,2032.7727
FDV36,OUT019,295.7422
FDI05,OUT027,2296.8003
FDS45,OUT027,2659.8538
FDA39,OUT045,666.8594
FDC37,OUT010,243.9612
FDJ60,OUT027,4354.3438
DRQ35,OUT046,2064.309
NCJ06,OUT046,2061.7893
NCY42,OUT018,2326.631
DRM37,OUT049,3085.0422
FDR14,OUT045,751.323
FDE51,OUT049,685.57007
FDT33,OUT017,2852.7473
FDR08,OUT013,1834.4652
FDE36,OUT010,460.35867
FDL22,OUT019,274.87006
FDR44,OUT013,2089.6875
FDI56,OUT019,252.82983
FDE47,OUT010,278.5168
FDV27,OUT010,188.47107
FDV10,OUT049,662.15625
FDC40,OUT045,1276.0468
NCX41,OUT013,3689.723
NCQ38,OUT027,2663.6938
FDV12,OUT027,2663.6938
FDE52,OUT017,1448.7107
FDG20,OUT027,4947.691
FDV16,OUT027,1130.7644
FDI32,OUT017,2018.7311
FDJ32,OUT049,882.1545
FDN39,OUT018,2580.9172
FDY34,OUT017,2852.7473
FDC14,OUT035,666.8594
FDA55,OUT017,3736.728
FDZ50,OUT010,482.02844
DRG13,OUT049,2603.404
FDP01,OUT013,2524.9336
NCG54,OUT017,2929.6902
FDM13,OUT045,2064.309
NCO18,OUT027,5056.4746
NCW41,OUT013,2527.1616
FDM52,OUT027,4022.305
NCF55,OUT035,642.2763
FDT09,OUT046,2064.309
NCM19,OUT035,1684.0375
FDW12,OUT018,2323.8262
FDP15,OUT019,532.995
FDK36,OUT045,741.6092
FDZ25,OUT035,2932.0588
NCW06,OUT049,3085.0422
FDW60,OUT046,2930.778
DRC49,OUT013,2522.4565
NCT17,OUT035,3082.6829
NCN06,OUT018,2420.8594
FDC45,OUT013,2926.4778
DRJ47,OUT019,447.33618
NCF06,OUT045,4102.4272
FDE21,OUT010,266.8646
DRG27,OUT013,654.4296
FDW40,OUT049,2064.309
NCO53,OUT046,3081.402
FDE23,OUT049,685.57007
FDQ16,OUT046,1626.1493
FDS26,OUT045,4102.4272
FDZ13,OUT010,104.698
FDS14,OUT049,2533.3823
FDC10,OUT045,2045.0853
FDY16,OUT049,3085.0422
FDJ20,OUT035,2065.4607
FDV43,OUT035,676.9989
FDZ32,OUT027,2659.8538
FDR23,OUT046,2930.778
FDN24,OUT035,830.7912
FDE34,OUT027,5221.232
FDU31,OUT013,3647.2366
FDW33,OUT018,1503.7108
FDU26,OUT046,2010.0055
FDE20,OUT027,4332.984
NCW05,OUT035,1622.0413
FDB22,OUT018,2349.0146
FDO56,OUT046,2010.0055
FDA19,OUT027,3174.4026
DRI39,OUT045,878.7186
FDH52,OUT018,842.8098
FDZ50,OUT035,3102.7996
NCN42,OUT035,2528.603
FDB53,OUT013,2519.6514
DRG11,OUT017,1628.5664
DRK11,OUT027,4013.0403
FDQ60,OUT017,2086.581
FDT36,OUT017,632.6943
DRG25,OUT018,2872.439
DRJ23,OUT046,3081.402
FDG05,OUT035,2588.4265
NCK06,OUT018,1830.9147
FDU52,OUT017,2521.1343
FDW07,OUT018,1350.046
NCM17,OUT045,690.2732
FDA22,OUT045,2878.5142
NCA41,OUT018,2872.439
FDF38,OUT035,666.8594
FDH52,OUT046,942.8327
FDY58,OUT019,538.2463
FDZ16,OUT045,3081.402
NCM18,OUT017,931.3033
FDA22,OUT018,2557.4106
NCJ43,OUT035,2932.0588
FDI34,OUT027,6227.559
FDG56,OUT046,942.8327
FDS34,OUT046,2010.0055
DRC01,OUT035,741.6092
FDQ04,OUT035,666.8594
FDK04,OUT035,878.7186
FDT51,OUT049,1677.7263
FDV26,OUT017,3082.6829
FDS04,OUT049,2064.309
FDW43,OUT018,3175.37
FDQ28,OUT010,376.80054
NCK06,OUT017,2086.581
FDS23,OUT018,1830.9147
FDZ36,OUT019,508.52316
FDE56,OUT018,848.44147
FDW10,OUT027,4956.3877
NCN14,OUT045,3081.402
NCQ18,OUT045,1610.4786
FDW08,OUT017,1623.3066
FDU43,OUT035,3970.092
FDR33,OUT010,243.9612
FDM24,OUT010,380.16656
NCZ05,OUT046,1620.8895
NCV41,OUT035,1733.8104
FDV11,OUT018,2774.74
NCY05,OUT035,646.2285
FDV44,OUT018,2872.439
FDW32,OUT049,1400.8828
NCU18,OUT027,3211.2961
NCC43,OUT035,4113.4155
FDW19,OUT013,1685.3029
FDN31,OUT035,3082.6829
FDI48,OUT045,741.6092
FDS24,OUT017,1448.7107
FDF46,OUT049,2010.0055
DRG23,OUT017,2515.8525
FDG14,OUT018,2349.0146
NCY30,OUT049,2958.1794
FDO28,OUT018,1830.9147
DRD24,OUT035,2065.4607
FDI33,OUT049,1443.0916
FDN32,OUT046,3081.402
FDR16,OUT045,3608.0251
FDF26,OUT046,2532.6045
NCN29,OUT018,718.7303
FDE20,OUT045,2878.5142
FDA46,OUT046,3081.402
FDU28,OUT045,3081.402
FDQ48,OUT045,1613.3783
FDV36,OUT013,2089.6875
FDR14,OUT018,780.5541
FDP23,OUT017,3651.8083
FDP56,OUT013,735.6661
FDK48,OUT010,165.62057
FDR48,OUT046,2527.3228
NCY29,OUT049,846.93835
FDM22,OUT018,784.4735
DRJ01,OUT013,2597.1833
FDZ43,OUT045,4061.2588
FDV03,OUT035,2533.8853
FDX11,OUT027,5157.4917
NCA41,OUT027,5247.558
FDE38,OUT017,2852.7473
FDI27,OUT018,718.7303
FDN32,OUT013,3094.617
NCN43,OUT017,2086.581
FDB47,OUT027,5318.406
FDV03,OUT017,2523.3623
NCN30,OUT045,1610.4786
NCV54,OUT010,260.8691
FDV07,OUT013,1651.2716
FDP07,OUT049,3085.0422
FDK48,OUT018,965.29224
FDM15,OUT019,328.7684
FDY19,OUT027,3058.8862
FDK46,OUT046,4102.4272
FDY11,OUT045,1016.2888
FDH09,OUT046,753.3843
FDO08,OUT027,4354.3438
FDU14,OUT013,4130.0083
FDD22,OUT027,3065.4575
FDM27,OUT017,2550.8926
FDL02,OUT027,2659.8538
NCA17,OUT035,2528.603
FDE38,OUT019,500.97232
NCG07,OUT049,3085.0422
DRC27,OUT013,4095.0642
FDA27,OUT035,4113.4155
FDW40,OUT045,2064.309
DRI11,OUT013,2032.7727
FDN50,OUT046,1503.8259
FDR12,OUT046,2930.778
FDT34,OUT027,2663.6938
FDW11,OUT035,942.8327
NCO30,OUT027,5221.232
FDZ34,OUT017,3082.6829
FDU45,OUT017,2020.3347
NCD42,OUT035,646.2285
FDX25,OUT045,2980.8496
NCR29,OUT046,878.7186
FDX43,OUT019,384.47305
FDB04,OUT010,186.58907
FDR49,OUT027,1450.6879
FDS39,OUT018,1830.9147
FDW58,OUT045,1620.8895
FDG22,OUT019,76.10554
FDG31,OUT017,931.3033
NCV53,OUT027,6122.156
DRJ37,OUT035,2528.603
FDV07,OUT035,1678.878
FDW52,OUT018,2492.7126
FDT15,OUT045,3081.402
FDD02,OUT018,1793.606
FDM16,OUT035,1098.0992
NCE55,OUT046,2930.778
FDB57,OUT018,3161.2676
FDQ04,OUT013,664.56915
FDQ47,OUT019,82.44295
FDY14,OUT019,517.6597
DRK37,OUT017,3082.6829
FDO25,OUT017,3694.2947
FDL57,OUT046,4102.4272
NCK29,OUT018,1830.9147
FDK46,OUT027,6117.512
NCB43,OUT010,493.16016
DRE01,OUT027,6122.156
FDC46,OUT018,2872.439
FDQ23,OUT045,1620.8895
FDX38,OUT049,743.39264
FDG60,OUT018,3311.325
FDW55,OUT017,4050.6943
FDP39,OUT013,735.6661
FDB20,OUT018,1148.6211
FDV21,OUT017,2086.581
FDZ02,OUT013,1573.4111
FDP19,OUT027,3174.4026
FDA38,OUT035,4078.4714
FDH22,OUT045,2064.309
DRM11,OUT045,4102.4272
FDO12,OUT027,5278.0894
FDT14,OUT049,2061.7893
FDW34,OUT010,577.2023
FDG04,OUT027,5140.0923
FDW59,OUT018,1337.4344
FDR33,OUT018,1503.7108
FDP32,OUT013,2089.6875
FDL13,OUT027,6178.147
FDD22,OUT013,2021.8378
FDV40,OUT027,1976.1691
NCD55,OUT046,666.8594
FDQ20,OUT010,114.52966
FDD28,OUT045,878.7186
FDC39,OUT045,3650.5112
NCR17,OUT049,2010.0055
DRO35,OUT018,1771.241
FDF40,OUT049,4106.5405
FDR31,OUT018,2326.631
NCQ41,OUT017,3082.6829
FDP38,OUT046,741.6092
NCU54,OUT027,5318.406
FDG22,OUT018,579.1099
DRK59,OUT013,3852.3992
FDC37,OUT046,1620.8895
NCO42,OUT013,2522.4565
NCT42,OUT017,2515.8525
FDX27,OUT035,1482.5911
FDV40,OUT018,990.94354
FDT45,OUT027,1801.2449
FDS47,OUT019,252.94783
FDR45,OUT035,4052.0806
FDB03,OUT045,4056.1306
FDO49,OUT035,762.88586
FDU60,OUT027,4332.984
FDB26,OUT018,728.4442
FDB46,OUT017,3651.8083
FDQ37,OUT019,449.7533
FDN03,OUT017,4085.6384
NCX30,OUT045,4096.2026
FDK32,OUT019,329.631
DRM47,OUT013,3082.1858
NCO02,OUT046,1016.2888
FDP04,OUT013,946.3229
NCO43,OUT049,1618.8
FDD59,OUT013,1380.7994
FDQ10,OUT017,2929.6902
FDW45,OUT035,2528.603
NCK30,OUT049,4106.5405
FDU31,OUT018,3158.1758
NCQ17,OUT019,333.11264
FDN01,OUT017,2929.6902
FDZ19,OUT049,2934.4182
DRG37,OUT017,2523.3623
FDE32,OUT045,646.2285
FDO34,OUT049,2864.7434
FDM04,OUT019,140.84486
FDZ25,OUT049,2929.3342
FDU08,OUT049,1613.3783
NCW30,OUT045,4102.4272
NCM18,OUT013,874.4278
FDS22,OUT035,675.764
NCH18,OUT017,4050.6943
FDC23,OUT013,2939.9045
FDY46,OUT013,3082.1858
NCU06,OUT046,3781.7478
FDX57,OUT045,1610.4786
FDX36,OUT027,5554.36
FDL16,OUT045,741.6092
FDT16,OUT010,626.2602
FDN16,OUT018,1503.7108
FDC03,OUT046,3081.402
DRF60,OUT013,4080.4014
FDS27,OUT027,5278.0894
FDP33,OUT010,639.25415
FDJ36,OUT018,1501.6213
NCR42,OUT013,629.84656
FDV14,OUT017,1448.7107
NCP42,OUT035,3082.6829
FDB50,OUT027,2296.8003
NCC30,OUT027,4925.4053
FDA23,OUT018,1501.6213
FDW16,OUT017,1448.7107
FDQ52,OUT010,594.9947
FDB58,OUT049,2199.0752
NCP29,OUT049,945.3677
NCM05,OUT045,4126.558
FDO25,OUT013,3689.723
NCM54,OUT046,2064.309
NCL54,OUT046,2930.778
FDL39,OUT010,479.85895
FDF53,OUT018,2782.8757
NCQ42,OUT035,2065.4607
FDF58,OUT013,874.4278
FDZ04,OUT035,1016.2888
FDE26,OUT019,312.82758
FDS60,OUT017,2955.82
FDV58,OUT017,3082.6829
FDM04,OUT045,743.7858
FDE08,OUT035,2528.603
NCB43,OUT049,3085.0422
FDU11,OUT010,260.8691
FDF22,OUT019,493.33698
FDE24,OUT013,2089.6875
DRJ49,OUT046,2064.309
NCQ53,OUT035,3951.1577
NCL41,OUT013,629.84656
FDR22,OUT013,1685.3029
FDH04,OUT035,1456.8003
DRH15,OUT045,676.9989
FDY40,OUT049,743.39264
NCI17,OUT035,1583.4735
NCC18,OUT013,2931.5618
FDY28,OUT027,5300.1646
FDB45,OUT027,2663.6938
NCL30,OUT018,1830.9147
FDM10,OUT017,3651.8083
FDH22,OUT027,3170.228
NCZ53,OUT017,3082.6829
NCI18,OUT013,3747.065
FDH14,OUT027,3203.2458
FDR36,OUT027,1152.7793
FDW01,OUT045,2527.3228
FDK02,OUT027,3058.8862
FDJ02,OUT018,2323.8262
FDU55,OUT013,4136.233
NCV18,OUT027,2454.187
FDH14,OUT018,1830.9147
FDZ37,OUT045,1446.2937
FDX49,OUT049,3792.0852
NCD43,OUT046,1620.8895
FDZ07,OUT013,874.4278
FDK43,OUT035,2065.4607
FDR32,OUT018,3207.3538
FDT39,OUT013,2519.6514
NCV54,OUT017,2084.0613
FDF38,OUT018,603.6929
FDV60,OUT046,3081.402
FDH44,OUT027,4073.948
FDS21,OUT046,942.8327
NCL41,OUT045,642.2763
FDM46,OUT017,1483.8564
FDU27,OUT045,741.6092
NCJ54,OUT017,3813.3623
DRG51,OUT018,2487.2961
NCA29,OUT019,384.00757
FDR47,OUT045,3081.402
NCL19,OUT027,3203.2458
DRG01,OUT049,1088.3413
FDG10,OUT046,878.7186
NCV05,OUT049,2525.8726
NCH18,OUT019,530.4153
FDV14,OUT018,1350.046
DRJ23,OUT035,3082.6829
DRJ11,OUT046,3081.402
FDZ03,OUT017,3082.6829
FDI27,OUT010,122.357346
FDJ14,OUT018,1270.8577
FDU32,OUT017,2086.581
FDD47,OUT027,4332.984
DRF36,OUT035,3082.6829
FDM21,OUT046,4102.4272
FDV10,OUT018,613.83246
FDH60,OUT018,2872.439
FDX47,OUT010,380.1278
FDT19,OUT019,426.65558
FDO11,OUT045,4096.2026
FDH24,OUT027,4235.9087
FDL02,OUT018,1503.7108
FDB02,OUT049,2934.4182
FDA43,OUT046,3081.402
FDG52,OUT045,741.6092
DRC12,OUT013,3082.1858
FDY37,OUT018,1830.9147
NCU18,OUT045,2064.309
FDU09,OUT035,878.7186
DRJ25,OUT027,1522.9941
DRE12,OUT018,1825.6257
DRL47,OUT017,2086.581
DRK01,OUT046,1523.1201
FDC22,OUT019,501.6421
FDG44,OUT013,807.6798
FDW04,OUT035,2065.4607
FDK09,OUT049,3748.463
NCN43,OUT035,2065.4607
FDG04,OUT049,3085.0422
FDH32,OUT010,195.66133
DRI47,OUT017,2518.6572
DRE15,OUT013,1077.5609
FDY11,OUT035,1016.2888
FDO60,OUT049,685.57007
FDQ20,OUT018,603.6929
FDO57,OUT027,4229.307
FDT14,OUT019,310.9727
FDA57,OUT049,662.15625
DRN35,OUT017,634.724
FDJ03,OUT046,741.6092
FDX28,OUT017,1621.2172
DRE25,OUT045,1453.0269
FDR09,OUT046,4102.4272
FDB23,OUT035,3732.8672
FDO08,OUT045,2604.8542
FDQ23,OUT049,1618.8
FDW04,OUT013,2089.6875
DRK13,OUT010,640.6564
NCL17,OUT027,3203.2458
FDY21,OUT035,3082.6829
FDJ38,OUT027,5112.3965
FDA37,OUT019,311.20825
FDV43,OUT013,677.84344
FDL36,OUT046,1455.6487
FDD53,OUT045,666.8594
FDZ19,OUT010,447.8427
FDV21,OUT045,2064.309
NCL54,OUT018,2774.74
DRI47,OUT027,4073.948
DRG03,OUT049,2533.3823
FDG21,OUT013,2519.6514
FDW03,OUT018,1503.7108
NCI55,OUT046,2064.309
DRC36,OUT019,429.4828
FDH22,OUT017,2086.581
FDV20,OUT045,2064.309
NCU41,OUT027,5247.558
FDN46,OUT027,2663.6938
FDK50,OUT045,2604.8542
NCA05,OUT027,4022.305
DRH01,OUT018,2774.74
FDT08,OUT018,2349.0146
FDM08,OUT018,3181.6416
FDZ07,OUT035,931.7162
FDS22,OUT017,732.02716
FDV35,OUT027,4245.2065
FDI28,OUT010,172.16473
FDW58,OUT027,2659.8538
FDT52,OUT045,4061.2588
FDY34,OUT046,2604.8542
FDR10,OUT046,2597.2825
FDK57,OUT017,2086.581
FDR02,OUT027,2668.242
FDX49,OUT046,3755.5925
FDQ20,OUT046,666.8594
DRK23,OUT045,4096.2026
NCW06,OUT046,3081.402
FDR31,OUT017,2515.8525
NCE43,OUT013,2877.1387
DRO59,OUT027,2290.887
FDN09,OUT049,4071.5964
FDR11,OUT046,2597.2825
FDO57,OUT013,2597.1833
NCX18,OUT017,3082.6829
FDB05,OUT018,3516.6538
FDQ08,OUT018,842.8098
NCG43,OUT035,1482.5911
FDJ56,OUT013,1621.2172
FDA13,OUT010,111.7532
FDO56,OUT017,2029.666
FDB37,OUT018,3472.0498
FDZ02,OUT018,1453.8152
FDQ24,OUT046,4096.2026
FDM16,OUT013,1030.606
FDU35,OUT049,1613.3783
FDT35,OUT035,2879.795
NCX30,OUT049,4071.5964
FDG04,OUT017,3082.6829
FDI12,OUT035,1447.4453
FDE35,OUT035,927.64
NCP14,OUT027,2659.8538
NCY53,OUT045,1677.7263
FDP49,OUT017,871.2654
FDQ04,OUT017,666.182
FDM39,OUT035,2955.82
FDO58,OUT019,363.29916
FDC56,OUT017,2082.1235
NCQ54,OUT046,2858.3474
FDV10,OUT027,1152.7793
NCK17,OUT046,666.8594
NCF55,OUT027,1130.7644
FDV33,OUT013,4136.233
NCH29,OUT019,261.7749
FDA37,OUT027,3143.2612
FDH46,OUT018,1501.6213
FDS25,OUT035,1684.0375
FDH04,OUT027,2637.222
FDX52,OUT046,3081.402
NCD42,OUT017,636.64655
FDW47,OUT017,2086.581
FDL25,OUT027,2645.961
NCJ06,OUT010,260.8691
FDY09,OUT013,2931.5618
FDS40,OUT046,646.2285
FDH41,OUT017,3651.8083
FDG38,OUT035,1431.9812
FDU03,OUT027,5038.2544
FDV20,OUT046,2064.309
DRB13,OUT045,3081.402
NCQ30,OUT013,2087.168
NCH06,OUT013,4095.0642
FDU50,OUT018,1692.5276
NCO42,OUT019,326.74918
FDW09,OUT018,1166.9437
FDH04,OUT013,1445.5088
FDC21,OUT045,1620.8895
FDL21,OUT049,662.15625
FDM46,OUT010,195.66133
FDT22,OUT019,161.1701
FDB28,OUT035,3082.6829
FDI12,OUT018,1350.046
FDA28,OUT045,2064.309
FDF59,OUT013,2089.6875
FDM45,OUT027,3136.3254
FDQ56,OUT017,1404.0331
FDR46,OUT049,2528.6777
FDT01,OUT013,3647.2366
FDD16,OUT027,2095.386
NCU30,OUT010,394.89093
FDM40,OUT010,337.08694
FDI56,OUT035,1465.8784
NCS30,OUT013,2089.6875
FDU08,OUT017,1615.7954
FDX51,OUT027,5278.0894
FDA43,OUT045,3081.402
FDX59,OUT010,104.995285
FDC37,OUT018,1503.7108
FDP58,OUT013,3647.2366
NCY42,OUT035,2065.4607
FDF21,OUT018,2872.439
FDU10,OUT027,1130.7644
DRL47,OUT018,1830.9147
FDA58,OUT018,3387.2131
FDJ22,OUT049,3085.0422
FDK50,OUT046,2597.2825
FDO38,OUT035,1276.0468
DRF60,OUT035,4073.3433
NCZ42,OUT019,531.7478
FDD35,OUT049,2031.4911
FDL25,OUT045,1464.7268
FDJ16,OUT013,839.2118
DRK59,OUT049,3944.2825
FDI50,OUT046,3781.7478
NCB19,OUT045,1446.2937
DRI37,OUT035,927.64
FDA14,OUT027,4022.305
FDC08,OUT018,3193.5269
FDS45,OUT046,1620.8895
FDI21,OUT049,948.8242
DRJ47,OUT035,2932.0588
DRE37,OUT027,5112.3965
FDT55,OUT018,2408.3965
NCG42,OUT027,3174.4026
FDA31,OUT049,2934.4182
NCW42,OUT046,3673.1292
FDF50,OUT017,3082.6829
FDK56,OUT049,3085.0422
FDX10,OUT035,646.2285
NCK07,OUT027,4229.307
FDZ49,OUT017,3704.8494
FDR33,OUT013,1628.5664
FDO44,OUT018,1557.4023
FDA20,OUT046,3081.402
NCL30,OUT045,2064.309
FDI05,OUT019,182.5734
FDQ12,OUT018,3197.2312
FDH47,OUT017,1518.2407
FDH34,OUT018,2872.439
FDF29,OUT046,2064.309
FDG40,OUT018,579.1099
NCE18,OUT017,4085.6384
FDP21,OUT010,474.3762
FDY50,OUT013,1445.5088
FDB36,OUT049,2064.309
NCZ29,OUT049,2064.309
FDU20,OUT018,1812.3823
FDO56,OUT013,2032.7727
FDW31,OUT049,3085.0422
DRH59,OUT013,1077.5609
NCB30,OUT017,3082.6829
FDK43,OUT027,3170.228
FDW43,OUT045,3781.7478
NCL19,OUT017,2086.581
FDJ27,OUT046,1615.8446
FDC45,OUT046,2878.5142
FDY40,OUT035,743.7858
NCM41,OUT035,1456.8003
NCK18,OUT019,498.68582
FDP37,OUT049,2064.309
FDA27,OUT027,6108.8765
NCX30,OUT035,4078.4714
FDR09,OUT017,4085.6384
FDG08,OUT027,5087.7754
NCU30,OUT013,2597.1833
FDB16,OUT017,1448.7107
FDM16,OUT017,1095.2518
FDC48,OUT013,1380.7994
NCF18,OUT046,3081.402
FDU46,OUT018,1350.046
FDH41,OUT018,3158.1758
NCN42,OUT010,432.26562
FDU49,OUT046,1446.2937
FDB20,OUT027,2296.8003
FDG50,OUT019,252.82983
FDW20,OUT045,2064.309
NCO55,OUT049,1626.1493
FDX48,OUT046,2532.6045
FDU48,OUT046,2064.309
FDR48,OUT019,328.7684
FDK27,OUT013,2089.6875
FDT35,OUT013,2711.1355
FDN12,OUT049,1639.0104
NCE31,OUT019,75.7621
FDL21,OUT017,657.27734
FDV56,OUT017,1623.3066
FDR16,OUT017,3651.8083
NCP41,OUT049,1626.1493
FDJ27,OUT013,1621.2172
FDA07,OUT017,2086.581
FDK55,OUT049,1443.0916
FDM33,OUT049,3674.1262
FDY46,OUT046,3081.402
FDD36,OUT046,2010.0055
FDB12,OUT027,2663.6938
FDF28,OUT019,311.20825
NCE07,OUT019,323.36072
FDW50,OUT027,4263.286
NCW18,OUT017,3963.0955
NCJ17,OUT019,257.43918
DRZ24,OUT010,260.8691
FDS07,OUT035,2011.1573
NCW05,OUT010,243.9612
FDZ22,OUT018,1308.2983
FDK02,OUT046,2010.0055
FDZ45,OUT027,5278.0894
FDL25,OUT046,1446.2937
FDS08,OUT045,2930.778
NCZ42,OUT027,6122.156
FDX57,OUT035,1572.1455
FDF21,OUT046,3081.402
FDJ56,OUT018,1493.2999
FDX10,OUT013,631.8763
DRG48,OUT035,2531.4082
DRN37,OUT046,2858.3474
NCY41,OUT018,579.1099
FDN28,OUT045,1620.8895
FDE34,OUT045,2980.8496
FDR10,OUT045,2604.8542
FDC32,OUT017,1467.1438
DRG13,OUT046,2604.8542
FDP59,OUT049,1620.8895
NCT53,OUT010,389.95804
FDL57,OUT027,6108.8765
FDN32,OUT010,468.13092
FDK09,OUT018,3187.4216
FDA52,OUT010,444.66595
FDC57,OUT049,3085.0422
FDI09,OUT035,4073.3433
NCB07,OUT046,3081.402
FDP26,OUT035,1622.0413
FDP40,OUT027,3403.9832
FDL15,OUT013,2519.6514
FDV07,OUT046,1691.2643
FDS03,OUT017,1013.44116
FDE50,OUT049,3085.0422
FDQ15,OUT017,1276.2401
FDQ33,OUT010,382.17654
FDT22,OUT013,839.2118
DRO35,OUT035,2011.1573
FDJ41,OUT049,4112.765
FDQ27,OUT035,1622.0413
FDC26,OUT017,1735.4839
NCF43,OUT027,3211.2961
NCR50,OUT035,2533.8853
